type,title,price,buy_len,img_src,name,address,isFreeDelivery,href,nameHref
生鲜,鱿鱼新鲜鲜活冷冻三去超大尤鱼生鲜整只免杀烧烤铁板商用水产海鲜,58.00,41,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1131076328/O1CN01Z2Tt3V1wcH7Dos7jb_!!0-item_pic.jpg_580x580q90.jpg_.webp,海妹子海鲜城,江苏,包邮,https://item.taobao.com/item.htm?id=702605825574&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWbDv93UCaZirUSkHCqkGeaELv5L8MTAhqfqyPJvHbCHDp
生鲜,大虾鲜活速冻南美海虾厄瓜多尔白虾海鲜水产生鲜盐冻鲜基围虾类,79.90,82,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2346658779/O1CN01BkQqW42EipymxRgEu_!!0-item_pic.jpg_580x580q90.jpg_.webp,GUOLIAN官方旗舰店,广东,包邮,https://detail.tmall.com/item.htm?id=695807239163&ns=1&abbucket=13,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWa44DwWDAhLQMBYtuS6iLPTB1myDoiCFGNv65awrTygdz
生鲜,大虾桑塔南美厄瓜多尔盐冻速冻海捕白虾海虾鲜活冷冻2030基围对虾,110.80,100,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2294566333/O1CN01yUfWX61weZAfgUIWZ_!!2294566333.png_580x580q90.jpg_.webp,蚝想要生鲜,江苏,包邮,https://item.taobao.com/item.htm?id=742577873807&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWMZqFG9mvCxT9ygkwUwNGQWu2zvPZvMt6LrrbZJ2adGB7
生鲜,河北特产蠡县麻山药小白嘴新鲜绿色产地直发非河南焦作铁棍,19.50,100,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2209191467229/O1CN013GJpxh23GvxtnWHQr_!!2209191467229-0-tblite.jpg_580x580q90.jpg_.webp,蠡县食品企业店,河北,包邮,https://item.taobao.com/item.htm?id=696783968939&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWJmcGDaL7J6ds4SoLJpzzWA3rGT5Zo9iWfTgWmhT2J3jZ
生鲜,大虾鲜活超大基围虾冷速冻王牌盐冻虾白虾对虾类厄瓜多尔海鲜水产,76.00,36,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2212123513018/O1CN0174uari1YAIFd8dJRO_!!0-item_pic.jpg_580x580q90.jpg_.webp,唐朝来客生鲜旗舰店,山东,包邮,https://detail.tmall.com/item.htm?id=746025733316&ns=1&abbucket=13,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWR5fUn7MsXVunAVmWM7WKEaLjSgniXCSMi3t3tGfUKESn
生鲜,大虾鲜活速冻超大基围虾冷冻王牌盐冻虾海捕冰冻对虾类海鲜水产,82.60,200,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2212512741273/O1CN01p5jBgo1LH54NfNWoq_!!0-item_pic.jpg_580x580q90.jpg_.webp,邮兔生鲜旗舰店,山东,包邮,https://detail.tmall.com/item.htm?id=738970742483&ns=1&abbucket=13,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWNheRj61rCB8ZFLzoV34e2Z84yb4Ahy8KQ8SFVcUzxBpH
生鲜,当天海捕青岛大虾4斤鲜活海鲜 新鲜白对虾基围虾活虾冷冻生鲜顺丰,84.90,43,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2110697040/O1CN01sCmiGN21sN7sLc4MJ_!!2110697040.jpg_580x580q90.jpg_.webp,大鱼吃小虾,山东,包邮,https://item.taobao.com/item.htm?id=589853884064&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWQyLGwHsaGZoqweKiq16XyVWu6KdpTKWKHos3FznM2EqA
生鲜,新鲜巴沙鱼柳5斤整条鱼肉块整条冷冻非龙利鱼片无骨无刺批发商用,29.90,200,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2211689086783/O1CN01NLHVBe1zyfIrgttOW_!!0-item_pic.jpg_580x580q90.jpg_.webp,中道泽福生鲜旗舰店,山东,包邮,https://detail.tmall.com/item.htm?id=679774248324&ns=1&abbucket=13,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWJFHHuUjGtvxiQ9zECk8TxpdwCd2krhMJy9TYJ47cG6Hu
生鲜,大连海虾鲜活海鲜超大对虾生鲜青虾基围白虾子新鲜冷盐冻3斤包邮,89.90,49,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2200787220727/O1CN01VBPVlC1HF0moWdIqe_!!2200787220727.jpg_580x580q90.jpg_.webp,中驰生鲜供应链平台,辽宁,包邮,https://item.taobao.com/item.htm?id=634788102536&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWJLNKDocTCBGNiEsfVUcfPfGq81cbfTwrQFrSREESvTvM
生鲜,年货海鲜大礼包礼盒冷冻生鲜大虾海鱼大黄鱼金鲳鱼大带鱼海参食用,199.00,4,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1131076328/O1CN01523E1F1wcHDbplgRG_!!1131076328.jpg_580x580q90.jpg_.webp,海妹子海鲜城,江苏,包邮,https://item.taobao.com/item.htm?id=760505223851&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWbDv93UCaZirUSkHCqkGeaELv5L8MTAhqfqyPJvHbCHDp
生鲜,海南野生黑虎虾 大虎虾鲜活现捕活冻老虎虾九节虾海鲜大虾海鲜,89.00,45,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1895379699/O1CN01esWhte2LWCI7v1cBC_!!1895379699.jpg_580x580q90.jpg_.webp,海南西沙生鲜直销,海南,包邮,https://item.taobao.com/item.htm?id=723793442270&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWUvEzEjSCwMteVhwuoz2TAmmnQW5UPuQG83vUSrmjk4g4
生鲜,4斤海虾鲜活速冻海鲜生鲜水产大虾速冻大对虾顺丰净重3.6斤盒装,98.00,24,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/33656204/O1CN01C1mPU91vhTxMpHDZx_!!33656204.jpg_580x580q90.jpg_.webp,淘生鲜鲜活水产,江苏,包邮,https://item.taobao.com/item.htm?id=596691719554&ns=1&abbucket=13#detail,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HAnEmzh22BnmqPVw2nzi7c3t
